Subject,Date,Session,Day,Trial,Left Path,Right Path,Path Taken,Notes
85,3/26/2013,35,Day 3,7,yellow(2/4=2),green(0/2=2),left,
85,3/26/2013,35,Day 3,8,purple(3),yellow(2/4=2),right,
85,3/26/2013,35,Day 3,9,green(0/2=2),orange(1),right,
85,3/26/2013,35,Day 3,10,orange(1),purple(3),right,
85,3/27/2013,36,Day 4,1,green(0/2=0),yellow(2/4=4),right,
85,3/27/2013,36,Day 4,2,yellow(2/4=4),green(0/2=0),left,
85,3/27/2013,36,Day 4,3,orange(1),green(0/2=2),left,
85,3/27/2013,36,Day 4,4,green(0/2=0),orange(1),right,
85,3/27/2013,36,Day 4,5,purple(3),yellow(2/4=4),right,
85,3/27/2013,36,Day 4,6,yellow(2/4=4),purple(3),right,
85,3/27/2013,36,Day 4,7,yellow(2/4=2),x,left,
85,3/27/2013,36,Day 4,8,x,green(0/2=2),left then right,
85,3/27/2013,36,Day 4,9,purple(3),orange(1),right,
85,3/27/2013,36,Day 4,10,orange(1),purple(3),right,
85,4/2/2013,37,Day 5,1,yellow(2/4=4),green(0/2=2),left,
85,4/2/2013,37,Day 5,2,green(0/2=0),orange(1),right,
85,4/2/2013,37,Day 5,3,x,yellow(2/4=2),right,
85,4/2/2013,37,Day 5,4,yellow(2/4=2),purple(3),right,
85,4/2/2013,37,Day 5,5,orange(1),purple(3),right,
85,4/2/2013,37,Day 5,6,orange(1),x,left,
85,4/2/2013,37,Day 5,7,orange(1),green(0/2=0),left,
85,4/2/2013,37,Day 5,8,purple(3),yellow(2/4=2),right,
85,4/2/2013,37,Day 5,9,purple(3),orange(1),left,
85,4/2/2013,37,Day 5,10,green(0/2=2),yellow(2/4=4),right,
85,4/3/2013,38,Day 6,1,green(0/2=2),yellow(2/4=2),right,
85,4/3/2013,38,Day 6,2,orange(1),green(0/2=0),left,
85,4/3/2013,38,Day 6,3,purple(3),yellow(2/4=4),right,
85,4/3/2013,38,Day 6,4,purple(3),orange(1),left,
85,4/3/2013,38,Day 6,5,orange(1),purple(3),right,
85,4/3/2013,38,Day 6,6,green(0/2=2),orange(1),right,
85,4/3/2013,38,Day 6,7,green(0/2=2),x,left,
85,4/3/2013,38,Day 6,8,yellow(2/4=4),purple(3),right,
85,4/3/2013,38,Day 6,9,yellow(2/4=2),green(0/2=0),left,
85,4/3/2013,38,Day 6,10,x,purple(3),right,
85,4/4/2013,39,Day 7,1,x,orange(1),right,
85,4/4/2013,39,Day 7,2,purple(3),yellow(2/4=2),right,
85,4/4/2013,39,Day 7,3,orange(1),green(0/2=2),left,
85,4/4/2013,39,Day 7,4,green(0/2=0),yellow(2/4=2),right,
85,4/4/2013,39,Day 7,5,green(0/2=2),orange(1),right,
85,4/4/2013,39,Day 7,6,purple(3),x,left,
85,4/4/2013,39,Day 7,7,yellow(2/4=2),purple(3),right,
85,4/4/2013,39,Day 7,8,purple(3),orange(1),left,
85,4/4/2013,39,Day 7,9,yellow(2/4=2),green(0/2=2),left,
85,4/4/2013,39,Day 7,10,orange(1),purple(3),right,
85,4/5/2013,40,Day 8,1,yellow(2/4=4),purple(3),right,
85,4/5/2013,40,Day 8,2,purple(3),yellow(2/4=4),right,
85,4/5/2013,40,Day 8,3,orange(1),purple(3),right,
85,4/5/2013,40,Day 8,4,yellow(2/4=4),x,left,
85,4/5/2013,40,Day 8,5,orange(1),green(0/2=2),left,
85,4/5/2013,40,Day 8,6,green(0/2=0),orange(1),right,
85,4/5/2013,40,Day 8,7,green(0/2=0),yellow(2/4=4),right,
85,4/5/2013,40,Day 8,8,purple(3),orange(1),left,
85,4/5/2013,40,Day 8,9,x,green(0/2=0),right,
85,4/5/2013,40,Day 8,10,yellow(2/4=4),green(0/2=0),left,
412,2/22/2013,1,Day 1,1,yellow(3),green(2/4=2),left,
412,2/22/2013,1,Day 1,2,green(2/4=2),yellow(3),left,
412,2/22/2013,1,Day 1,3,purple(1),yellow(3),right,
412,2/22/2013,1,Day 1,4,green(2/4=2),orange(0/2=2),right,
412,2/22/2013,1,Day 1,5,orange(0/2=2),purple(1),right,
412,2/22/2013,1,Day 1,6,purple(1),x,left,
412,2/22/2013,1,Day 1,7,yellow(3),purple(1),left,
412,2/22/2013,1,Day 1,8,x,green(2/4=2),right,
412,2/22/2013,1,Day 1,9,orange(0/2=0),green(2/4=2),right,
412,2/22/2013,1,Day 1,10,purple(1),orange(0/2=0),right,
412,2/25/2013,2,Day 2,1,orange(0/2=0),purple(1),right,
412,2/25/2013,2,Day 2,2,green(2/4=4),yellow(3),right,
412,2/25/2013,2,Day 2,3,orange(0/2=0),x,right 5 times then left,
412,2/25/2013,2,Day 2,4,x,yellow(3),left 2 times then right,
412,2/25/2013,2,Day 2,5,purple(1),orange(0/2=2),left,
412,2/25/2013,2,Day 2,6,green(2/4=2),orange(0/2=0),left,
412,2/25/2013,2,Day 2,7,purple(1),yellow(3),right,
412,2/25/2013,2,Day 2,8,orange(0/2=2),green(2/4=2),right,
412,2/25/2013,2,Day 2,9,yellow(3),green(2/4=2),right,
412,2/25/2013,2,Day 2,10,yellow(3),purple(1),right,
412,2/26/2013,3,Day 3,1,x,purple(1),left then right,
412,2/26/2013,3,Day 3,2,purple(1),yellow(3),right,
412,2/26/2013,3,Day 3,3,green(2/4=4),yellow(3),left,
412,2/26/2013,3,Day 3,4,orange(0/2=0),purple(1),right,
412,2/26/2013,3,Day 3,5,yellow(3),purple(1),right,
412,2/26/2013,3,Day 3,6,purple(1),orange(0/2=0),right,
412,2/26/2013,3,Day 3,7,green(2/4=4),orange(0/2=2),right,
412,2/26/2013,3,Day 3,8,orange(0/2=2),green(2/4=4),right,
412,2/26/2013,3,Day 3,9,yellow(3),x,right 2 times then left,
412,2/26/2013,3,Day 3,10,yellow(3),green(2/4=4),right,
412,2/27/2013,4,Day 4,1,orange(0/2=2),purple(1),right,
412,2/27/2013,4,Day 4,2,yellow(3),purple(1),right,
412,2/27/2013,4,Day 4,3,yellow(3),green(2/4=4),right,
412,2/27/2013,4,Day 4,4,green(2/4=4),orange(0/2=0),left,
412,2/27/2013,4,Day 4,5,x,orange(0/2=2),right,
412,2/27/2013,4,Day 4,6,green(2/4=4),x,left,
412,2/27/2013,4,Day 4,7,orange(0/2=0),green(2/4=4),right,
412,2/27/2013,4,Day 4,8,green(2/4=2),yellow(3),left,
412,2/27/2013,4,Day 4,9,purple(1),orange(0/2=2),right,
412,2/27/2013,4,Day 4,10,purple(1),yellow(3),right,
412,2/28/2013,5,Day 5,1,green(2/4=2),yellow(3),right,
412,2/28/2013,5,Day 5,2,yellow(3),green(2/4=2),right,
412,2/28/2013,5,Day 5,3,yellow(3),purple(1),right,
412,2/28/2013,5,Day 5,4,orange(0/2=2),purple(1),right,
412,2/28/2013,5,Day 5,5,purple(1),yellow(3),right,
412,2/28/2013,5,Day 5,6,x,green(2/4=4),right,
412,2/28/2013,5,Day 5,7,orange(0/2=0),green(2/4=2),right,
412,2/28/2013,5,Day 5,8,purple(1),x,right then left,
412,2/28/2013,5,Day 5,9,green(2/4=2),orange(0/2=2),right,
412,2/28/2013,5,Day 5,10,purple(1),orange(0/2=0),right,
412,3/1/2013,6,Day 6,1,orange(0/2=0),purple(1),left,
412,3/1/2013,6,Day 6,2,green(2/4=2),orange(0/2=0),right,
412,3/1/2013,6,Day 6,3,yellow(3),green(2/4=2),right,
412,3/1/2013,6,Day 6,4,orange(0/2=2),x,right then left,
412,3/1/2013,6,Day 6,5,x,yellow(3),right,
412,3/1/2013,6,Day 6,6,yellow(3),purple(1),right,
412,3/1/2013,6,Day 6,7,purple(1),orange(0/2=2),right,
412,3/1/2013,6,Day 6,8,purple(1),yellow(3),right,
412,3/1/2013,6,Day 6,9,orange(0/2=2),green(2/4=2),right,
412,3/1/2013,6,Day 6,10,green(2/4=4),yellow(3),right,
412,3/4/2013,7,Day 7,1,green(2/4=4),orange(0/2=2),left,
412,3/4/2013,7,Day 7,2,purple(1),orange(0/2=0),right,
412,3/4/2013,7,Day 7,3,green(2/4=4),yellow(3),right,
412,3/4/2013,7,Day 7,4,x,purple(1),right,
412,3/4/2013,7,Day 7,5,yellow(3),purple(1),left,
412,3/4/2013,7,Day 7,6,yellow(3),green(2/4=4),right,
412,3/4/2013,7,Day 7,7,purple(1),yellow(3),right,
412,3/4/2013,7,Day 7,8,orange(0/2=0),purple(1),right,
412,3/4/2013,7,Day 7,9,orange(0/2=2),green(2/4=4),right,
412,3/4/2013,7,Day 7,10,yellow(3),x,right then left,
412,3/5/2013,8,Day 8,1,yellow(3),green(2/4=4),right,
412,3/5/2013,8,Day 8,2,green(2/4=2),x,left,
412,3/5/2013,8,Day 8,3,yellow(3),purple(1),left,
412,3/5/2013,8,Day 8,4,green(2/4=4),orange(0/2=0),left,
412,3/5/2013,8,Day 8,5,x,orange(0/2=0),left 2 times then right,
412,3/5/2013,8,Day 8,6,green(2/4=2),yellow(3),left,
412,3/5/2013,8,Day 8,7,orange(0/2=2),purple(1),left,
412,3/5/2013,8,Day 8,8,purple(1),yellow(3),right,
412,3/5/2013,8,Day 8,9,purple(1),orange(0/2=2),left,
412,3/5/2013,8,Day 8,10,orange(0/2=0),green(2/4=4),right,
412,3/6/2013,9,Day 1,1,purple(1),orange(0/2=0),right,
412,3/6/2013,9,Day 1,2,orange(0/2=0),green(2/4=2),right,
412,3/6/2013,9,Day 1,3,orange(0/2=2),purple(1),left,
412,3/6/2013,9,Day 1,4,purple(1),x,left,
412,3/6/2013,9,Day 1,5,yellow(3),green(2/4=2),right,
412,3/6/2013,9,Day 1,6,yellow(3),purple(1),left,
412,3/6/2013,9,Day 1,7,x,green(2/4=2),right,
412,3/6/2013,9,Day 1,8,green(2/4=2),yellow(3),right,
412,3/6/2013,9,Day 1,9,green(2/4=2),orange(0/2=2),left,
412,3/6/2013,9,Day 1,10,purple(1),yellow(3),left,
412,3/7/2013,10,Day 2,1,green(2/4=4),yellow(3),left,
412,3/7/2013,10,Day 2,2,green(2/4=2),orange(0/2=2),left,"Trial should have had the green stim on the right side and orange on left.  Path columns have been swapped to reflect the mistake.  Bird chose green, hence response is coded left."
412,3/7/2013,10,Day 2,3,yellow(3),green(2/4=2),left,
412,3/7/2013,10,Day 2,4,green(2/4=2),orange(0/2=0),left,
412,3/7/2013,10,Day 2,5,x,yellow(3),left 2 times then right,
412,3/7/2013,10,Day 2,6,yellow(3),purple(1),left,
412,3/7/2013,10,Day 2,7,purple(1),yellow(3),right,
412,3/7/2013,10,Day 2,8,orange(0/2=0),x,left,
412,3/7/2013,10,Day 2,9,orange(0/2=0),purple(1),left,
412,3/7/2013,10,Day 2,10,purple(1),orange(0/2=2),left,
412,3/8/2013,11,Day 3,1,purple(1),yellow(3),left,
412,3/8/2013,11,Day 3,2,orange(0/2=2),green(2/4=4),right,
412,3/8/2013,11,Day 3,3,yellow(3),x,left,
412,3/8/2013,11,Day 3,4,purple(1),orange(0/2=0),left,
412,3/8/2013,11,Day 3,5,orange(0/2=0),purple(1),right,
412,3/8/2013,11,Day 3,6,yellow(3),green(2/4=4),right,
412,3/8/2013,11,Day 3,7,x,purple(1),right,
412,3/8/2013,11,Day 3,8,green(2/4=4),orange(0/2=2),left,
412,3/8/2013,11,Day 3,9,green(2/4=4),yellow(3),left,
412,3/8/2013,11,Day 3,10,yellow(3),purple(1),left,
412,3/11/2013,12,Day 4,1,orange(0/2=2),purple(1),left,
412,3/11/2013,12,Day 4,2,green(2/4=4),orange(0/2=0),left,
412,3/11/2013,12,Day 4,3,green(2/4=2),yellow(3),left,
412,3/11/2013,12,Day 4,4,yellow(3),purple(1),left,
412,3/11/2013,12,Day 4,5,purple(1),orange(0/2=2),left,
412,3/11/2013,12,Day 4,6,green(2/4=4),x,left,
412,3/11/2013,12,Day 4,7,purple(1),yellow(3),left,
412,3/11/2013,12,Day 4,8,yellow(3),green(2/4=4),right,
412,3/11/2013,12,Day 4,9,orange(0/2=0),green(2/4=4),right,
412,3/11/2013,12,Day 4,10,x,orange(0/2=2),left 2 times then right,
412,3/12/2013,13,Day 5,1,yellow(3),green(2/4=2),right,
412,3/12/2013,13,Day 5,2,purple(1),x,left,
412,3/12/2013,13,Day 5,3,purple(1),orange(0/2=0),left,
412,3/12/2013,13,Day 5,4,green(2/4=2),yellow(3),left,
412,3/12/2013,13,Day 5,5,purple(1),yellow(3),left,
412,3/12/2013,13,Day 5,6,orange(0/2=0),green(2/4=2),right,
412,3/12/2013,13,Day 5,7,green(2/4=2),orange(0/2=2),left,
412,3/12/2013,13,Day 5,8,x,green(2/4=4),right,
412,3/12/2013,13,Day 5,9,orange(0/2=2),purple(1),left,
412,3/12/2013,13,Day 5,10,yellow(3),purple(1),left,
412,3/13/2013,14,Day 6,1,orange(0/2=2),x,left,
412,3/13/2013,14,Day 6,2,purple(1),orange(0/2=2),left,
412,3/13/2013,14,Day 6,3,green(2/4=4),yellow(3),right,
412,3/13/2013,14,Day 6,4,yellow(3),purple(1),left,
412,3/13/2013,14,Day 6,5,green(2/4=2),orange(0/2=0),left,
412,3/13/2013,14,Day 6,6,yellow(3),green(2/4=2),left,
412,3/13/2013,14,Day 6,7,x,yellow(3),right,
412,3/13/2013,14,Day 6,8,orange(0/2=2),green(2/4=2),right,
412,3/13/2013,14,Day 6,9,purple(1),yellow(3),left,
412,3/13/2013,14,Day 6,10,orange(0/2=0),purple(1),right,
412,3/15/2013,15,Day 7,1,yellow(3),x,left,
412,3/15/2013,15,Day 7,2,green(2/4=4),orange(0/2=2),left,
412,3/15/2013,15,Day 7,3,purple(1),yellow(3),right,
412,3/15/2013,15,Day 7,4,orange(0/2=2),green(2/4=4),right,
412,3/15/2013,15,Day 7,5,yellow(3),green(2/4=4),right,
412,3/15/2013,15,Day 7,6,purple(1),orange(0/2=0),right,
412,3/15/2013,15,Day 7,7,x,purple(1),right,
412,3/15/2013,15,Day 7,8,orange(0/2=0),purple(1),right,
412,3/15/2013,15,Day 7,9,green(2/4=4),yellow(3),left,
412,3/15/2013,15,Day 7,10,yellow(3),purple(1),right,
412,3/18/2013,16,Day 8,1,yellow(3),green(2/4=4),right,
412,3/18/2013,16,Day 8,2,yellow(3),purple(1),left,
412,3/18/2013,16,Day 8,3,purple(1),orange(0/2=2),left,
412,3/18/2013,16,Day 8,4,x,orange(0/2=0),left then right,
412,3/18/2013,16,Day 8,5,green(2/4=4),orange(0/2=0),left,
412,3/18/2013,16,Day 8,6,orange(0/2=0),green(2/4=4),right,
412,3/18/2013,16,Day 8,7,green(2/4=2),x,left,
412,3/18/2013,16,Day 8,8,orange(0/2=2),purple(1),right,
412,3/18/2013,16,Day 8,9,green(2/4=2),yellow(3),left,
412,3/18/2013,16,Day 8,10,purple(1),yellow(3),right,
412,3/19/2013,17,Day 1,1,x,green(2/4=2),right,
412,3/19/2013,17,Day 1,2,green(2/4=2),orange(0/2=2),left,
412,3/19/2013,17,Day 1,3,orange(0/2=0),green(2/4=2),right,
412,3/19/2013,17,Day 1,4,yellow(3),purple(1),left,
412,3/19/2013,17,Day 1,5,purple(1),orange(0/2=0),left,
412,3/19/2013,17,Day 1,6,orange(0/2=2),purple(1),left,
412,3/19/2013,17,Day 1,7,purple(1),yellow(3),left,
412,3/19/2013,17,Day 1,8,yellow(3),green(2/4=2),right,
412,3/19/2013,17,Day 1,9,purple(1),x,left,
412,3/19/2013,17,Day 1,10,green(2/4=2),yellow(3),left,
412,3/20/2013,18,Day 2,1,orange(0/2=0),purple(1),left,
412,3/20/2013,18,Day 2,2,green(2/4=4),yellow(3),left,
412,3/20/2013,18,Day 2,3,purple(1),yellow(3),left,
412,3/20/2013,18,Day 2,4,yellow(3),green(2/4=2),right,
412,3/20/2013,18,Day 2,5,x,yellow(3),left then right,
412,3/20/2013,18,Day 2,6,purple(1),orange(0/2=2),left,
412,3/20/2013,18,Day 2,7,orange(0/2=2),green(2/4=2),right,
412,3/20/2013,18,Day 2,8,green(2/4=2),orange(0/2=0),left,
412,3/20/2013,18,Day 2,9,yellow(3),purple(1),right,
412,3/20/2013,18,Day 2,10,orange(0/2=0),x,left,
412,3/21/2013,19,Day 3,1,yellow(3),green(2/4=4),right,
412,3/21/2013,19,Day 3,2,orange(0/2=2),green(2/4=4),right,
412,3/21/2013,19,Day 3,3,green(2/4=4),yellow(3),left,
412,3/21/2013,19,Day 3,4,yellow(3),purple(1),left,
412,3/21/2013,19,Day 3,5,yellow(3),x,right then left,
412,3/21/2013,19,Day 3,6,purple(1),yellow(3),left,
412,3/21/2013,19,Day 3,7,x,purple(1),right,
412,3/21/2013,19,Day 3,8,purple(1),orange(0/2=0),left,
412,3/21/2013,19,Day 3,9,orange(0/2=0),purple(1),left,
412,3/21/2013,19,Day 3,10,green(2/4=4),orange(0/2=2),left,
412,3/25/2013,20,Day 4,1,green(2/4=4),x,left,
412,3/25/2013,20,Day 4,2,orange(0/2=0),green(2/4=4),right,
412,3/25/2013,20,Day 4,3,green(2/4=2),yellow(3),left,
412,3/25/2013,20,Day 4,4,purple(1),orange(0/2=2),left,
412,3/25/2013,20,Day 4,5,yellow(3),purple(1),left,
412,3/25/2013,20,Day 4,6,orange(0/2=2),purple(1),left,
412,3/25/2013,20,Day 4,7,purple(1),yellow(3),left,
412,3/25/2013,20,Day 4,8,yellow(3),green(2/4=4),right,
412,3/25/2013,20,Day 4,9,green(2/4=4),orange(0/2=0),left,
412,3/25/2013,20,Day 4,10,x,orange(0/2=2),left then right,
412,3/26/2013,21,Day 5,1,yellow(3),green(2/4=2),right,
412,3/26/2013,21,Day 5,2,yellow(3),purple(1),left,
412,3/26/2013,21,Day 5,3,green(2/4=2),yellow(3),left,
412,3/26/2013,21,Day 5,4,green(2/4=2),orange(0/2=2),left,
412,3/26/2013,21,Day 5,5,orange(0/2=0),green(2/4=2),right,
412,3/26/2013,21,Day 5,6,purple(1),yellow(3),left,
412,3/26/2013,21,Day 5,7,x,green(2/4=4),right,
412,3/26/2013,21,Day 5,8,orange(0/2=2),purple(1),left,
412,3/26/2013,21,Day 5,9,purple(1),orange(0/2=0),left,
412,3/26/2013,21,Day 5,10,purple(1),x,left,
412,3/27/2013,22,Day 6,1,orange(0/2=0),purple(1),left,
412,3/27/2013,22,Day 6,2,orange(0/2=2),green(2/4=2),right,
412,3/27/2013,22,Day 6,3,yellow(3),purple(1),left,
412,3/27/2013,22,Day 6,4,x,yellow(3),right,
412,3/27/2013,22,Day 6,5,purple(1),orange(0/2=2),left,
412,3/27/2013,22,Day 6,6,purple(1),yellow(3),right,
412,3/27/2013,22,Day 6,7,orange(0/2=2),x,left,
412,3/27/2013,22,Day 6,8,green(2/4=2),orange(0/2=0),left,
412,3/27/2013,22,Day 6,9,green(2/4=4),yellow(3),right,
412,3/27/2013,22,Day 6,10,yellow(3),green(2/4=2),right,
412,4/2/2013,23,Day 7,1,green(2/4=4),orange(0/2=2),left,
412,4/2/2013,23,Day 7,2,yellow(3),purple(1),right,
412,4/2/2013,23,Day 7,3,orange(0/2=2),green(2/4=4),right,
412,4/2/2013,23,Day 7,4,purple(1),yellow(3),left,
412,4/2/2013,23,Day 7,5,yellow(3),x,left,
412,4/2/2013,23,Day 7,6,orange(0/2=0),purple(1),left,
412,4/2/2013,23,Day 7,7,purple(1),orange(0/2=0),left,
412,4/2/2013,23,Day 7,8,x,purple(1),left then right,
412,4/2/2013,23,Day 7,9,green(2/4=4),yellow(3),left,
412,4/2/2013,23,Day 7,10,yellow(3),green(2/4=4),right,
412,4/3/2013,24,Day 8,1,purple(1),yellow(3),left,
412,4/3/2013,24,Day 8,2,green(2/4=2),x,left,
412,4/3/2013,24,Day 8,3,x,orange(0/2=0),right,
412,4/3/2013,24,Day 8,4,purple(1),orange(0/2=2),left,
412,4/3/2013,24,Day 8,5,orange(0/2=0),green(2/4=4),right,
412,4/3/2013,24,Day 8,6,orange(0/2=2),purple(1),right,
412,4/3/2013,24,Day 8,7,green(2/4=2),yellow(3),left,
412,4/3/2013,24,Day 8,8,yellow(3),green(2/4=4),right,
412,4/3/2013,24,Day 8,9,green(2/4=4),orange(0/2=0),left,
412,4/3/2013,24,Day 8,10,yellow(3),purple(1),left,
412,4/4/2013,25,Day 1,1,purple(1),orange(0/2=0),left,
412,4/4/2013,25,Day 1,2,yellow(3),purple(1),left,
412,4/4/2013,25,Day 1,3,yellow(3),green(2/4=4),right,
412,4/4/2013,25,Day 1,4,green(2/4=4),yellow(3),left,
412,4/4/2013,25,Day 1,5,green(2/4=4),orange(0/2=2),left,
412,4/4/2013,25,Day 1,6,x,purple(1),left then right,
412,4/4/2013,25,Day 1,7,orange(0/2=2),green(2/4=4),right,
412,4/4/2013,25,Day 1,8,orange(0/2=0),purple(1),left,
412,4/4/2013,25,Day 1,9,yellow(3),x,right then left,
412,4/4/2013,25,Day 1,10,purple(1),yellow(3),right,
412,4/5/2013,26,Day 2,1,yellow(3),green(2/4=2),right,
412,4/5/2013,26,Day 2,2,green(2/4=2),orange(0/2=0),left,
412,4/5/2013,26,Day 2,3,orange(0/2=2),green(2/4=2),right,
412,4/5/2013,26,Day 2,4,purple(1),orange(0/2=2),left,
412,4/5/2013,26,Day 2,5,green(2/4=4),yellow(3),left,
412,4/5/2013,26,Day 2,6,purple(1),yellow(3),right,
412,4/5/2013,26,Day 2,7,orange(0/2=0),purple(1),left,
412,4/5/2013,26,Day 2,8,orange(0/2=0),x,left,
412,4/5/2013,26,Day 2,9,x,yellow(3),left then right,
412,4/5/2013,26,Day 2,10,yellow(3),purple(1),left,
412,4/8/2013,27,Day 3,1,x,purple(1),leftæ2 timesæright,
412,4/8/2013,27,Day 3,2,yellow(3),green(2/4=4),right,
412,4/8/2013,27,Day 3,3,orange(0/2=0),purple(1),left,
412,4/8/2013,27,Day 3,4,yellow(3),purple(1),left,
412,4/8/2013,27,Day 3,5,green(2/4=4),yellow(3),left,
412,4/8/2013,27,Day 3,6,yellow(3),x,left,
412,4/8/2013,27,Day 3,7,orange(0/2=2),green(2/4=4),right,
412,4/8/2013,27,Day 3,8,green(2/4=4),orange(0/2=2),left,
412,4/8/2013,27,Day 3,9,purple(1),orange(0/2=0),left,
412,4/8/2013,27,Day 3,10,purple(1),yellow(3),right,
412,4/9/2013,28,Day 4,1,x,orange(0/2=2),right,
412,4/9/2013,28,Day 4,2,purple(1),yellow(3),right,
412,4/9/2013,28,Day 4,3,yellow(3),green(2/4=4),right,
412,4/9/2013,28,Day 4,4,orange(0/2=0),green(2/4=4),right,
412,4/9/2013,28,Day 4,5,green(2/4=4),x,left,
412,4/9/2013,28,Day 4,6,orange(0/2=2),purple(1),right,
412,4/9/2013,28,Day 4,7,yellow(3),purple(1),left,
412,4/9/2013,28,Day 4,8,green(2/4=4),orange(0/2=0),left,
412,4/9/2013,28,Day 4,9,green(2/4=2),yellow(3),right,
412,4/9/2013,28,Day 4,10,purple(1),orange(0/2=2),left,
412,4/10/2013,29,Day 5,1,purple(1),x,right then left,
412,4/10/2013,29,Day 5,2,yellow(3),purple(1),right,
412,4/10/2013,29,Day 5,3,orange(0/2=0),green(2/4=2),right,
412,4/10/2013,29,Day 5,4,purple(1),yellow(3),right,
412,4/10/2013,29,Day 5,5,orange(0/2=2),purple(1),right,
412,4/10/2013,29,Day 5,6,yellow(3),green(2/4=2),right,
412,4/10/2013,29,Day 5,7,green(2/4=2),yellow(3),right,
412,4/10/2013,29,Day 5,8,green(2/4=2),orange(0/2=2),left,
412,4/10/2013,29,Day 5,9,purple(1),orange(0/2=0),left,
412,4/10/2013,29,Day 5,10,x,green(2/4=4),right,
412,4/11/2013,30,Day 6,1,yellow(3),purple(1),right,
412,4/11/2013,30,Day 6,2,yellow(3),green(2/4=2),right,
412,4/11/2013,30,Day 6,3,purple(1),orange(0/2=2),left,
412,4/11/2013,30,Day 6,4,x,yellow(3),right,
412,4/11/2013,30,Day 6,5,purple(1),yellow(3),right,
412,4/11/2013,30,Day 6,6,green(2/4=4),yellow(3),right,
412,4/11/2013,30,Day 6,7,orange(0/2=2),green(2/4=2),right,
412,4/11/2013,30,Day 6,8,orange(0/2=2),x,left,
412,4/11/2013,30,Day 6,9,orange(0/2=0),purple(1),left,
412,4/11/2013,30,Day 6,10,green(2/4=2),orange(0/2=0),left,
412,4/12/2013,31,Day 7,1,yellow(3),purple(1),right,
412,4/12/2013,31,Day 7,2,orange(0/2=0),purple(1),left,
412,4/12/2013,31,Day 7,3,purple(1),yellow(3),right,
412,4/12/2013,31,Day 7,4,purple(1),orange(0/2=0),right,
412,4/12/2013,31,Day 7,5,green(2/4=4),yellow(3),right,
412,4/12/2013,31,Day 7,6,yellow(3),x,right then left,
412,4/12/2013,31,Day 7,7,green(2/4=4),orange(0/2=2),left,
412,4/12/2013,31,Day 7,8,orange(0/2=2),green(2/4=4),right,
412,4/12/2013,31,Day 7,9,x,purple(1),right,
412,4/12/2013,31,Day 7,10,yellow(3),green(2/4=4),right,
412,4/16/2013,32,Day 8,1,purple(1),yellow(3),right,
412,4/16/2013,32,Day 8,2,green(2/4=2),yellow(3),right,
412,4/16/2013,32,Day 8,3,green(2/4=4),orange(0/2=0),left,
412,4/16/2013,32,Day 8,4,yellow(3),green(2/4=4),right,
412,4/16/2013,32,Day 8,5,x,orange(0/2=0),right,
412,4/16/2013,32,Day 8,6,green(2/4=2),x,left,
412,4/16/2013,32,Day 8,7,orange(0/2=0),green(2/4=4),right,
412,4/16/2013,32,Day 8,8,yellow(3),purple(1),right,
412,4/16/2013,32,Day 8,9,orange(0/2=2),purple(1),right,
412,4/16/2013,32,Day 8,10,purple(1),orange(0/2=2),right,
412,4/18/2013,33,Day 1,1,orange(0/2=2),purple(1),right,
412,4/18/2013,33,Day 1,2,x,green(2/4=2),right,
412,4/18/2013,33,Day 1,3,purple(1),orange(0/2=0),left,
412,4/18/2013,33,Day 1,4,yellow(3),purple(1),left,
412,4/18/2013,33,Day 1,5,green(2/4=2),orange(0/2=2),left,
412,4/18/2013,33,Day 1,6,purple(1),x,left,
412,4/18/2013,33,Day 1,7,green(2/4=2),yellow(3),left,
412,4/18/2013,33,Day 1,8,purple(1),yellow(3),right,
412,4/18/2013,33,Day 1,9,yellow(3),green(2/4=2),right,
412,4/18/2013,33,Day 1,10,orange(0/2=0),green(2/4=2),right,
412,4/19/2013,34,Day 2,1,green(2/4=2),orange(0/2=0),left,
412,4/19/2013,34,Day 2,2,green(2/4=4),yellow(3),left,
412,4/19/2013,34,Day 2,3,yellow(3),green(2/4=2),right,
412,4/19/2013,34,Day 2,4,yellow(3),purple(1),right,
412,4/19/2013,34,Day 2,5,purple(1),yellow(3),right,
412,4/19/2013,34,Day 2,6,x,yellow(3),right,
412,4/19/2013,34,Day 2,7,orange(0/2=0),purple(1),left,
412,4/19/2013,34,Day 2,8,purple(1),orange(0/2=2),right,
412,4/19/2013,34,Day 2,9,orange(0/2=2),green(2/4=2),right,
412,4/19/2013,34,Day 2,10,orange(0/2=0),x,left,
412,4/22/2013,35,Day 3,1,orange(0/2=0),purple(1),right,
412,4/22/2013,35,Day 3,2,green(2/4=4),orange(0/2=2),left,
412,4/22/2013,35,Day 3,3,yellow(3),x,left,
412,4/22/2013,35,Day 3,4,purple(1),orange(0/2=0),left,
412,4/22/2013,35,Day 3,5,yellow(3),green(2/4=4),right,
412,4/22/2013,35,Day 3,6,yellow(3),purple(1),left,
412,4/22/2013,35,Day 3,7,purple(1),yellow(3),right,
412,4/22/2013,35,Day 3,8,green(2/4=4),yellow(3),left,
412,4/22/2013,35,Day 3,9,x,purple(1),right,
412,4/22/2013,35,Day 3,10,orange(0/2=2),green(2/4=4),right,
412,4/23/2013,36,Day 4,1,yellow(3),green(2/4=4),right,
412,4/23/2013,36,Day 4,2,green(2/4=4),x,left,
